,city,lat,lng,temp,humidity,wind,cloudiness,country,date
285,severo-kurilsk,50.6789,156.125,35.74,97,22.66,100,RU,Sat May  1 09:33:17 2021
286,brokopondo,4.75,-55.1667,84.0,64,2.86,66,SR,Sat May  1 09:33:18 2021
287,bom jesus,-9.0744,-44.3586,91.44,38,9.71,91,BR,Sat May  1 09:33:18 2021
288,port-gentil,-0.7193,8.7815,86.0,74,11.5,40,GA,Sat May  1 09:32:29 2021
289,san ramon,37.7799,-121.978,66.99,72,6.91,20,US,Sat May  1 09:33:19 2021
290,kavieng,-2.5744,150.7967,81.57,76,4.36,86,PG,Sat May  1 09:33:20 2021
291,morondava,-20.2833,44.2833,80.19,75,13.38,88,MG,Sat May  1 09:33:20 2021
292,padang,-0.9492,100.3543,77.0,94,3.44,40,ID,Sat May  1 09:29:14 2021
293,hovd,48.0056,91.6419,47.19,22,14.16,0,MN,Sat May  1 09:33:21 2021
294,xuddur,4.1213,43.8894,82.26,62,3.09,100,SO,Sat May  1 09:33:22 2021
295,marzuq,14.4,46.4667,72.03,72,9.4,100,YE,Sat May  1 09:33:22 2021
296,arvika,59.6553,12.5852,50.0,37,10.36,20,SE,Sat May  1 09:33:23 2021
297,kenai,60.5544,-151.2583,33.01,86,5.7,1,US,Sat May  1 09:29:28 2021
298,suoyarvi,62.0833,32.35,34.29,38,5.68,60,RU,Sat May  1 09:33:11 2021
299,newcastle,-32.9272,151.7765,61.0,100,7.49,47,AU,Sat May  1 09:33:24 2021
300,sibu,2.3,111.8167,77.0,94,2.3,40,MY,Sat May  1 09:33:25 2021
301,tazovskiy,67.4667,78.7,30.51,86,5.17,100,RU,Sat May  1 09:33:26 2021
302,upata,8.0086,-62.3989,89.2,42,4.41,51,VE,Sat May  1 09:33:26 2021
303,yorkton,51.2167,-102.4677,64.4,36,6.91,20,CA,Sat May  1 09:32:16 2021
304,luwuk,-0.9516,122.7875,77.67,89,3.06,89,ID,Sat May  1 09:33:27 2021
305,deputatskiy,69.3,139.9,19.92,98,2.48,100,RU,Sat May  1 09:29:12 2021
306,beringovskiy,63.05,179.3167,19.58,82,11.05,100,RU,Sat May  1 09:29:06 2021
307,palatka,29.6486,-81.6376,80.01,52,5.3,87,US,Sat May  1 09:29:52 2021
308,hervey bay,-25.2986,152.8535,69.01,94,8.05,75,AU,Sat May  1 09:33:29 2021
309,longyearbyen,78.2186,15.6401,21.2,63,9.22,20,SJ,Sat May  1 09:33:29 2021
310,cedar city,37.6775,-113.0619,71.6,17,17.27,1,US,Sat May  1 09:29:01 2021
311,boa vista,2.8197,-60.6733,87.8,55,10.36,75,BR,Sat May  1 09:33:30 2021
312,san rafael del sur,11.8485,-86.4384,87.8,45,13.8,75,NI,Sat May  1 09:33:31 2021
313,maniitsoq,65.4167,-52.9,35.42,77,2.73,7,GL,Sat May  1 09:33:32 2021
314,puerto baquerizo moreno,-0.9,-89.6,82.4,69,13.8,40,EC,Sat May  1 09:33:32 2021
315,tonekabon,36.8163,50.8738,62.6,94,4.61,90,IR,Sat May  1 09:33:33 2021
316,lastoursville,-0.8143,12.7287,77.18,88,2.44,99,GA,Sat May  1 09:33:33 2021
317,jinchang,38.4953,102.1739,67.57,15,4.63,93,CN,Sat May  1 09:33:34 2021
318,seoul,37.5683,126.9778,46.4,93,5.75,90,KR,Sat May  1 09:28:40 2021
319,puri,19.8,85.85,82.4,83,6.91,20,IN,Sat May  1 09:33:35 2021
320,ormara,25.2088,64.6357,83.23,75,17.27,53,PK,Sat May  1 09:33:35 2021
321,gunjur,13.2019,-16.7339,87.8,45,10.36,0,GM,Sat May  1 09:33:36 2021
322,murgab,37.4966,61.9714,77.0,38,4.61,75,TM,Sat May  1 09:33:36 2021
323,adrar,20.5022,-10.0711,97.97,17,15.97,12,MR,Sat May  1 09:33:37 2021
324,ferrol,43.4832,-8.2369,55.99,10,18.99,13,ES,Sat May  1 09:33:38 2021
325,lashio,22.9333,97.75,70.81,72,1.61,52,MM,Sat May  1 09:33:38 2021
326,bairiki,1.3292,172.9752,80.6,89,5.75,20,KI,Sat May  1 09:33:39 2021
327,warrington,53.3925,-2.5802,57.2,51,17.27,75,GB,Sat May  1 09:30:04 2021
328,laela,-8.5667,32.05,61.84,94,1.3,94,TZ,Sat May  1 09:33:40 2021
329,sorong,-0.8833,131.25,79.66,82,5.46,81,ID,Sat May  1 09:33:40 2021
330,san patricio,28.017,-97.5169,72.0,100,14.97,75,US,Sat May  1 09:33:41 2021
331,omaruru,-21.4333,15.9333,75.45,37,5.84,84,NA,Sat May  1 09:33:42 2021
332,teahupoo,-17.8333,-149.2667,77.0,83,5.75,40,PF,Sat May  1 09:29:51 2021
333,nome,64.5011,-165.4064,21.2,79,5.75,90,US,Sat May  1 09:33:42 2021
334,nicoya,10.1483,-85.452,82.4,65,4.61,0,CR,Sat May  1 09:33:43 2021
335,ersekvadkert,47.9962,19.2023,75.99,43,3.44,0,HU,Sat May  1 09:33:44 2021
336,debre tabor,11.85,38.0167,57.6,72,2.86,99,ET,Sat May  1 09:33:44 2021
337,ahipara,-35.1667,173.1667,55.98,75,6.85,19,NZ,Sat May  1 09:29:19 2021
338,quirinopolis,-18.4483,-50.4517,83.46,42,9.78,100,BR,Sat May  1 09:33:45 2021
339,san jose de tarros,15.3,-88.7,87.8,70,4.61,40,HN,Sat May  1 09:33:46 2021
340,jiblah,13.9216,44.1467,60.51,79,6.33,100,YE,Sat May  1 09:33:47 2021
341,grottammare,42.9888,13.8649,64.99,78,3.0,100,IT,Sat May  1 09:33:47 2021
342,linhai,28.85,121.1167,63.0,84,5.99,12,CN,Sat May  1 09:33:48 2021
343,mehamn,71.0357,27.8492,35.6,75,10.36,75,NO,Sat May  1 09:33:48 2021
344,luderitz,-26.6481,15.1594,67.26,49,8.23,0,NA,Sat May  1 09:33:49 2021
345,andilamena,-17.0167,48.5833,65.25,98,4.14,52,MG,Sat May  1 09:33:49 2021
346,port hedland,-20.3167,118.5667,71.6,94,2.3,1,AU,Sat May  1 09:33:50 2021
347,kasongo-lunda,-6.4667,16.8167,70.0,99,2.24,100,CD,Sat May  1 09:33:50 2021
348,mbandaka,0.0487,18.2603,75.15,89,3.74,100,CD,Sat May  1 09:33:51 2021
349,acarau,-2.8856,-40.12,81.88,75,6.31,99,BR,Sat May  1 09:29:41 2021
350,senador jose porfirio,-2.5908,-51.9542,78.1,82,1.72,100,BR,Sat May  1 09:33:52 2021
351,belaya gora,68.5333,146.4167,5.47,99,4.25,72,RU,Sat May  1 09:33:53 2021
352,aparecida do taboado,-20.0867,-51.0936,89.85,34,8.05,99,BR,Sat May  1 09:33:53 2021
353,emba,48.8264,58.1442,57.67,33,10.04,48,KZ,Sat May  1 09:33:54 2021
354,richards bay,-28.783,32.0377,63.63,86,6.08,30,ZA,Sat May  1 09:33:54 2021
355,buala,-8.145,159.5921,78.85,80,0.54,81,SB,Sat May  1 09:33:55 2021
356,acapulco,16.8634,-99.8901,82.4,69,6.91,90,MX,Sat May  1 09:31:31 2021
357,anloga,5.7947,0.8973,87.8,74,14.97,20,GH,Sat May  1 09:33:56 2021
358,quatre cocos,-20.2078,57.7625,75.99,88,3.44,40,MU,Sat May  1 09:33:56 2021
359,bowen,-20.0167,148.2333,68.0,88,9.22,4,AU,Sat May  1 09:33:57 2021
360,homer,59.6425,-151.5483,37.0,80,1.92,1,US,Sat May  1 09:30:37 2021
361,geraldton,-28.7667,114.6,59.0,58,10.36,99,AU,Sat May  1 09:33:58 2021
362,mayumba,-3.432,10.6554,79.61,88,7.14,100,GA,Sat May  1 09:33:58 2021
363,urusha,54.05,122.9,35.55,84,3.74,45,RU,Sat May  1 09:33:59 2021
364,vestmanna,62.1564,-7.1664,35.6,93,3.44,75,FO,Sat May  1 09:33:59 2021
365,dafeng,23.4517,108.5881,75.88,83,3.29,99,CN,Sat May  1 09:34:00 2021
366,cayenne,4.9333,-52.3333,87.8,62,6.91,0,GF,Sat May  1 09:34:01 2021
367,sebastian,35.1668,-94.2669,71.01,64,5.75,1,US,Sat May  1 09:33:46 2021
368,ossora,59.2353,163.0719,15.58,85,5.46,19,RU,Sat May  1 09:34:01 2021
369,kourou,5.1552,-52.6478,87.8,62,6.91,0,GF,Sat May  1 09:34:02 2021
370,mangrol,21.1167,70.1167,82.72,79,8.66,47,IN,Sat May  1 09:34:03 2021
371,harper,4.375,-7.7169,84.02,73,11.5,94,LR,Sat May  1 09:34:03 2021
372,bereda,43.2686,-7.5406,55.99,58,10.0,96,ES,Sat May  1 09:34:04 2021
373,general pico,-35.6566,-63.7568,71.02,38,9.89,43,AR,Sat May  1 09:34:04 2021
374,karakol,42.4907,78.3936,48.0,74,4.83,100,KG,Sat May  1 09:34:05 2021
375,baghmara,23.795,86.2085,85.68,35,8.21,10,IN,Sat May  1 09:34:05 2021
376,oistins,13.0667,-59.5333,86.0,51,20.71,20,BB,Sat May  1 09:34:06 2021
377,ecija,37.5422,-5.0826,68.0,34,9.22,0,ES,Sat May  1 09:34:06 2021
378,miyang,24.4042,103.4428,61.93,92,2.13,70,CN,Sat May  1 09:34:07 2021
379,green river,41.5286,-109.4662,63.0,29,4.61,1,US,Sat May  1 09:34:08 2021
380,rio gallegos,-51.6226,-69.2181,41.0,81,4.61,0,AR,Sat May  1 09:34:09 2021
381,rebrikha,53.0733,82.3408,39.15,62,11.52,70,RU,Sat May  1 09:34:09 2021
382,san juan del sur,11.2529,-85.8705,82.4,69,4.61,75,NI,Sat May  1 09:34:10 2021
383,tiassale,5.8983,-4.8283,91.58,52,9.42,68,CI,Sat May  1 09:34:10 2021
384,moerai,-22.4333,-151.3333,74.97,62,13.4,80,PF,Sat May  1 09:34:11 2021
385,hinesburg,44.3292,-73.1107,45.0,45,10.36,75,US,Sat May  1 09:30:05 2021
386,ganzhou,28.8184,115.4327,72.61,80,1.41,0,CN,Sat May  1 09:34:12 2021
387,worthington,40.0931,-83.018,59.0,41,11.5,1,US,Sat May  1 09:34:13 2021
388,namibe,-15.1961,12.1522,77.0,73,25.32,20,AO,Sat May  1 09:29:47 2021
389,morro bay,35.3658,-120.8499,57.99,76,4.61,75,US,Sat May  1 09:34:14 2021
390,camacha,33.0833,-16.3333,66.2,55,11.5,40,PT,Sat May  1 09:34:15 2021
391,freiburg,46.8024,7.1513,48.2,87,8.05,90,CH,Sat May  1 09:30:07 2021
392,calbuco,-41.768,-73.1273,59.0,82,14.97,90,CL,Sat May  1 09:34:15 2021
393,gazanjyk,39.2446,55.5154,77.61,33,16.8,32,TM,Sat May  1 09:34:16 2021
394,freetown,8.484,-13.2299,83.32,67,10.76,32,SL,Sat May  1 09:34:17 2021
395,ocampo,21.65,-101.5,72.14,27,18.5,60,MX,Sat May  1 09:34:17 2021
396,lerwick,60.1545,-1.1494,42.8,70,3.44,90,GB,Sat May  1 09:30:32 2021
397,hualmay,-11.0964,-77.6139,72.21,73,10.38,87,PE,Sat May  1 09:34:18 2021
398,karratha,-20.7377,116.8463,80.29,59,6.06,43,AU,Sat May  1 09:34:19 2021
399,mitsamiouli,-11.3847,43.2844,86.0,74,8.05,20,KM,Sat May  1 09:34:20 2021
400,shelomi,33.0747,35.1461,71.6,78,5.75,0,IL,Sat May  1 09:34:20 2021
401,tyup,42.7276,78.3648,47.16,77,6.73,100,KG,Sat May  1 09:34:21 2021
402,tiksi,71.6872,128.8694,19.51,100,2.95,95,RU,Sat May  1 09:34:21 2021
403,nurmijarvi,60.4641,24.8073,46.0,39,5.75,0,FI,Sat May  1 09:32:24 2021
404,iranshahr,27.2025,60.6848,66.2,88,4.61,90,IR,Sat May  1 09:34:23 2021
405,egvekinot,66.3167,-179.1667,11.97,86,5.12,100,RU,Sat May  1 09:34:23 2021
406,tulu bolo,8.6667,38.2167,59.34,91,6.6,99,ET,Sat May  1 09:34:24 2021
407,sinnamary,5.3833,-52.95,81.32,79,9.93,95,GF,Sat May  1 09:34:24 2021
408,leningradskiy,69.3833,178.4167,14.63,89,20.98,100,RU,Sat May  1 09:34:25 2021
409,kovdor,67.5662,30.4758,29.52,71,3.65,81,RU,Sat May  1 09:34:25 2021
410,hermanuv mestec,49.9471,15.6649,60.8,51,4.61,75,CZ,Sat May  1 09:34:26 2021
411,hazorasp,41.3194,61.0742,66.2,32,11.5,0,UZ,Sat May  1 09:34:27 2021
412,briancon,44.9,6.65,54.0,90,3.56,100,FR,Sat May  1 09:34:27 2021
413,atar,20.5169,-13.0499,96.8,19,16.11,0,MR,Sat May  1 09:34:28 2021
414,porto walter,-8.2686,-72.7439,91.09,43,1.48,9,BR,Sat May  1 09:34:29 2021
415,malakal,9.5334,31.6605,86.88,40,2.68,92,SS,Sat May  1 09:34:29 2021
416,abu dhabi,24.4667,54.3667,84.2,65,6.91,0,AE,Sat May  1 09:31:20 2021
417,akyab,20.15,92.9,82.54,73,5.57,2,MM,Sat May  1 09:34:30 2021
418,krasnovishersk,60.4078,57.082,46.56,92,9.22,100,RU,Sat May  1 09:34:31 2021
419,caldas novas,-17.7417,-48.625,80.35,44,8.84,100,BR,Sat May  1 09:34:31 2021
420,barcelos,41.5388,-8.6151,57.99,54,14.97,20,PT,Sat May  1 09:33:44 2021
421,noyakert,39.8312,44.669,59.0,63,14.97,40,AM,Sat May  1 09:34:32 2021
422,mouila,-1.8685,11.0559,79.57,89,2.89,98,GA,Sat May  1 09:34:33 2021
423,aasiaat,68.7098,-52.8699,34.14,73,11.25,32,GL,Sat May  1 09:34:34 2021
424,port macquarie,-31.4333,152.9167,57.99,100,1.14,75,AU,Sat May  1 09:34:35 2021
425,ballina,-28.8667,153.5667,69.8,73,10.36,75,AU,Sat May  1 09:34:35 2021
426,tambopata,-12.7333,-69.1833,84.2,54,4.61,0,PE,Sat May  1 09:30:13 2021
427,oranjemund,-28.55,16.4333,68.72,43,9.42,0,NA,Sat May  1 09:34:36 2021
428,kankan,10.3854,-9.3057,97.99,26,5.48,74,GN,Sat May  1 09:34:37 2021
429,bubaque,11.2833,-15.8333,79.63,69,17.47,27,GW,Sat May  1 09:31:22 2021
430,trinidad,-14.8333,-64.9,84.2,54,2.3,23,BO,Sat May  1 09:33:24 2021
431,atasu,48.6814,71.6433,47.03,31,11.83,8,KZ,Sat May  1 09:34:38 2021
432,quechultenango,17.4167,-99.2167,87.21,30,6.24,63,MX,Sat May  1 09:34:39 2021
433,beipiao,41.7919,120.7792,45.95,34,6.89,2,CN,Sat May  1 09:34:39 2021
434,kropotkin,45.4375,40.5756,64.0,66,0.81,12,RU,Sat May  1 09:34:40 2021
435,bandundu,-3.3167,17.3667,72.0,96,3.87,100,CD,Sat May  1 09:34:41 2021
436,bonfim,3.0833,-59.95,89.78,50,3.44,100,BR,Sat May  1 09:34:41 2021
437,vilcun,-38.65,-72.2333,57.2,94,19.57,90,CL,Sat May  1 09:34:42 2021
438,tezu,27.9167,96.1667,70.34,84,5.23,64,IN,Sat May  1 09:34:42 2021
439,barranca,-10.75,-77.7667,71.42,72,10.25,64,PE,Sat May  1 09:31:01 2021
440,pisz,53.6274,21.8125,51.8,58,3.44,0,PL,Sat May  1 09:34:43 2021
441,havre-saint-pierre,50.2334,-63.5986,50.0,53,16.11,90,CA,Sat May  1 09:34:44 2021
442,lompoc,34.6391,-120.4579,53.6,100,9.22,90,US,Sat May  1 09:30:20 2021
443,aksay,47.26,39.87,64.0,59,11.18,0,RU,Sat May  1 09:34:45 2021
444,yar-sale,66.8333,70.8333,17.11,91,9.4,56,RU,Sat May  1 09:34:45 2021
445,veraval,20.9,70.3667,82.51,79,8.77,57,IN,Sat May  1 09:34:46 2021
446,port augusta,-32.5,137.7667,55.4,76,5.75,0,AU,Sat May  1 09:34:47 2021
447,kedrovyy,56.1667,91.8167,39.2,60,2.24,0,RU,Sat May  1 09:34:47 2021
448,okakarara,-20.5833,17.4333,71.6,41,4.97,38,NA,Sat May  1 09:34:48 2021
449,kamaishi,39.2667,141.8833,49.42,95,8.93,100,JP,Sat May  1 09:34:48 2021
450,asosa,10.0667,34.5333,69.53,64,3.29,100,ET,Sat May  1 09:34:49 2021
451,nikolayevka,53.1257,47.2041,54.03,93,8.99,100,RU,Sat May  1 09:34:49 2021
452,fiditi,7.7136,3.9172,93.2,52,11.5,40,NG,Sat May  1 09:34:50 2021
453,brindisi,40.5833,17.6667,73.4,56,2.3,100,IT,Sat May  1 09:34:51 2021
454,haines junction,60.7522,-137.5108,35.6,69,3.44,100,CA,Sat May  1 09:34:51 2021
455,limulunga,-15.0969,23.1376,70.99,72,4.72,89,ZM,Sat May  1 09:34:52 2021
456,robat karim,35.4846,51.0829,69.8,52,20.71,75,IR,Sat May  1 09:34:52 2021
457,verkhnyaya inta,65.9811,60.3094,36.63,67,18.61,100,RU,Sat May  1 09:34:53 2021
458,faya,18.3851,42.4509,68.0,30,4.61,40,SA,Sat May  1 09:34:53 2021
459,pizhanka,57.4604,48.542,44.38,81,11.3,96,RU,Sat May  1 09:34:54 2021
460,petropavlovsk-kamchatskiy,53.0452,158.6483,32.0,100,2.17,90,RU,Sat May  1 09:34:54 2021
461,kedougou,12.5579,-12.1743,105.8,21,6.91,0,SN,Sat May  1 09:34:55 2021
462,nhulunbuy,-12.2333,136.7667,78.8,83,5.75,90,AU,Sat May  1 09:34:56 2021
463,ambon,-3.6954,128.1814,81.28,78,5.37,41,ID,Sat May  1 09:34:56 2021
464,boshkengash,38.4661,68.8053,75.2,46,1.5,40,TJ,Sat May  1 09:34:57 2021
465,omsukchan,62.5333,155.8,22.14,97,1.01,100,RU,Sat May  1 09:34:57 2021
466,nola,40.922,14.5329,66.99,78,5.21,100,IT,Sat May  1 09:34:58 2021
467,saint anthony,45.0205,-93.218,77.0,35,10.36,1,US,Sat May  1 09:34:58 2021
468,mlonggo,-6.5333,110.7,79.2,83,7.14,89,ID,Sat May  1 09:35:00 2021
469,chicama,-7.8447,-79.1469,66.2,82,10.36,38,PE,Sat May  1 09:35:00 2021
470,beya,53.0533,90.9139,40.84,86,11.45,100,RU,Sat May  1 09:35:01 2021
471,auki,-8.7676,160.7034,76.39,87,2.91,99,SB,Sat May  1 09:35:01 2021
472,ilulissat,69.2167,-51.1,39.2,48,5.75,20,GL,Sat May  1 09:35:02 2021
473,jacmel,18.2342,-72.5347,83.79,62,7.74,21,HT,Sat May  1 09:35:03 2021
474,college,64.8569,-147.8028,32.0,51,2.8,75,US,Sat May  1 09:35:03 2021
475,nkhata bay,-11.6066,34.2907,75.52,76,2.35,54,MW,Sat May  1 09:35:04 2021
476,bloomfield,40.8068,-74.1854,57.99,40,17.27,1,US,Sat May  1 09:35:04 2021
477,ambulu,-8.345,113.6058,75.7,90,3.29,74,ID,Sat May  1 09:35:05 2021
478,bahia honda,22.9036,-83.1592,87.1,55,8.66,32,CU,Sat May  1 09:35:05 2021
479,broome,42.2506,-75.833,46.99,64,4.0,51,US,Sat May  1 09:35:06 2021
480,gladstone,-23.85,151.25,68.0,77,6.91,58,AU,Sat May  1 09:35:07 2021
481,celestun,20.8667,-90.4,88.68,49,3.09,44,MX,Sat May  1 09:35:07 2021
482,cherskiy,68.75,161.3,-2.87,99,2.77,33,RU,Sat May  1 09:35:08 2021
483,lorengau,-2.0226,147.2712,79.83,81,2.8,72,PG,Sat May  1 09:30:15 2021
484,epe,6.5841,3.9834,86.13,68,10.18,25,NG,Sat May  1 09:35:09 2021
485,pemangkat,1.1667,108.9667,78.35,87,6.69,89,ID,Sat May  1 09:35:09 2021
486,linxia,35.6003,103.2064,62.06,39,2.1,100,CN,Sat May  1 09:35:10 2021
487,zaysan,47.4667,84.8667,44.35,66,11.54,96,KZ,Sat May  1 09:35:10 2021
488,ixtapa,20.7,-105.2,77.0,78,5.75,40,MX,Sat May  1 09:35:11 2021
489,dawei,14.0833,98.2,77.94,85,2.86,29,MM,Sat May  1 09:35:11 2021
490,henties bay,-22.116,14.2845,63.0,85,3.0,0,NA,Sat May  1 09:35:12 2021
491,yerbogachen,61.2767,108.0108,30.24,96,2.71,100,RU,Sat May  1 09:35:13 2021
492,newport,51.5877,-2.9984,53.01,74,3.56,42,GB,Sat May  1 09:30:10 2021
493,agucadoura,41.4318,-8.7804,57.99,54,14.97,20,PT,Sat May  1 09:35:13 2021
494,ucluelet,48.9329,-125.5528,53.01,76,10.36,20,CA,Sat May  1 09:30:39 2021
495,sola,-13.8833,167.55,78.93,76,12.37,97,VU,Sat May  1 09:30:53 2021
496,muyezerskiy,63.9333,31.65,31.62,62,15.41,69,RU,Sat May  1 09:35:15 2021
497,laguna,38.421,-121.4238,64.0,67,6.91,1,US,Sat May  1 09:35:15 2021
498,ventspils,57.3894,21.5606,44.6,76,9.22,0,LV,Sat May  1 09:34:30 2021
499,akdepe,42.0551,59.3788,68.0,26,9.22,0,TM,Sat May  1 09:35:16 2021
500,sturgeon bay,44.8342,-87.377,53.6,66,23.02,75,US,Sat May  1 09:35:17 2021
501,comodoro rivadavia,-45.8667,-67.5,66.2,39,14.97,75,AR,Sat May  1 09:35:17 2021
502,sun valley,39.5963,-119.776,68.0,17,6.6,20,US,Sat May  1 09:35:18 2021
503,srandakan,-7.9386,110.2506,77.65,86,5.32,54,ID,Sat May  1 09:35:19 2021
504,verkhniy avzyan,53.5289,57.5372,46.42,67,4.38,99,RU,Sat May  1 09:35:19 2021
505,tromso,69.6496,18.957,32.0,69,1.14,75,NO,Sat May  1 09:31:19 2021
506,kununurra,-15.7667,128.7333,66.2,88,2.3,0,AU,Sat May  1 09:35:20 2021
507,sri aman,1.2376,111.4621,75.2,100,0.94,80,MY,Sat May  1 09:35:21 2021
508,balikpapan,-1.2675,116.8289,76.21,88,2.06,92,ID,Sat May  1 09:35:22 2021
509,bambanglipuro,-7.95,110.2833,77.49,86,5.35,51,ID,Sat May  1 09:35:22 2021
510,sinegorye,62.0788,150.477,27.14,96,0.29,100,RU,Sat May  1 09:35:23 2021
511,bud,39.447,-86.1758,62.01,36,11.5,40,US,Sat May  1 09:35:23 2021
512,panaba,21.2833,-88.2667,94.33,33,12.57,70,MX,Sat May  1 09:35:24 2021
513,avera,33.194,-82.5271,75.2,33,5.75,1,US,Sat May  1 09:35:24 2021
514,besikduzu,41.052,39.2284,57.2,94,5.37,40,TR,Sat May  1 09:35:25 2021
515,bontang,0.1333,117.5,80.15,80,4.25,85,ID,Sat May  1 09:35:25 2021
516,rawlins,41.7911,-107.2387,69.01,24,5.75,75,US,Sat May  1 09:35:26 2021
517,saint-augustin,51.226,-58.6502,37.08,96,16.02,100,CA,Sat May  1 09:35:27 2021
518,shingu,33.7333,135.9833,52.77,74,8.68,1,JP,Sat May  1 09:35:27 2021
519,bilibino,68.0546,166.4372,-5.84,89,4.65,43,RU,Sat May  1 09:30:56 2021
520,san vicente,-26.6167,-54.1333,79.29,29,4.41,23,AR,Sat May  1 09:35:28 2021
521,macia,-25.0269,33.0989,69.58,61,10.89,85,MZ,Sat May  1 09:35:29 2021
522,ostrovnoy,68.0531,39.5131,25.92,71,12.53,100,RU,Sat May  1 09:35:29 2021
523,gonen,40.1049,27.654,82.4,60,9.22,0,TR,Sat May  1 09:35:30 2021
524,sao jose da coroa grande,-8.8978,-35.1478,82.49,69,11.97,100,BR,Sat May  1 09:35:30 2021
525,ambilobe,-13.2,49.05,74.93,93,3.49,47,MG,Sat May  1 09:35:31 2021
526,lavrentiya,65.5833,-171.0,10.15,84,4.94,58,RU,Sat May  1 09:35:32 2021
527,praia da vitoria,38.7333,-27.0667,60.8,88,18.23,75,PT,Sat May  1 09:35:33 2021
528,korla,41.7597,86.1469,71.06,19,16.62,34,CN,Sat May  1 09:35:33 2021
529,jacksonville,30.3322,-81.6556,80.01,47,8.05,75,US,Sat May  1 09:31:03 2021
530,petersburg,37.2279,-77.4019,64.0,20,11.5,1,US,Sat May  1 09:35:34 2021
531,tabou,4.423,-7.3528,83.93,73,11.86,100,CI,Sat May  1 09:35:35 2021
532,iralaya,15.0,-83.2333,87.8,74,9.22,40,HN,Sat May  1 09:35:35 2021
533,somerset,40.5668,-74.5496,59.0,38,17.27,1,US,Sat May  1 09:35:36 2021
534,escuinapa,22.85,-105.8,77.0,61,4.61,1,MX,Sat May  1 09:35:36 2021
535,prince rupert,54.3161,-130.3201,44.6,93,4.61,90,CA,Sat May  1 09:35:37 2021
536,albufeira,37.0882,-8.2503,66.2,48,17.27,0,PT,Sat May  1 09:35:38 2021
537,owando,-0.4819,15.8999,74.86,90,2.48,100,CG,Sat May  1 09:35:38 2021
538,almenara,-16.1836,-40.6944,77.4,60,5.35,97,BR,Sat May  1 09:35:39 2021
539,nortelandia,-14.4547,-56.8028,88.84,51,5.26,18,BR,Sat May  1 09:35:39 2021
540,valdivia,-39.8142,-73.2459,55.4,100,4.61,90,CL,Sat May  1 09:35:40 2021
541,necochea,-38.5473,-58.7368,73.99,49,5.01,73,AR,Sat May  1 09:35:40 2021
542,vardo,70.3705,31.1107,32.85,74,9.13,88,NO,Sat May  1 09:35:41 2021
543,ancud,-41.8697,-73.8203,57.0,82,8.05,75,CL,Sat May  1 09:31:18 2021
544,yurgamysh,55.3714,64.4656,54.18,40,14.79,62,RU,Sat May  1 09:35:42 2021
545,vanimo,-2.6741,141.3028,77.47,88,3.47,100,PG,Sat May  1 09:35:43 2021
546,kholmogory,64.2229,41.656,32.0,69,11.18,40,RU,Sat May  1 09:35:43 2021
547,sibolga,1.7427,98.7792,79.02,85,2.42,99,ID,Sat May  1 09:35:44 2021
548,acajutla,13.5928,-89.8275,80.01,78,5.75,20,SV,Sat May  1 09:35:44 2021
549,youghal,51.95,-7.8506,50.0,59,5.01,57,IE,Sat May  1 09:35:45 2021
550,arman,59.7,150.1667,29.82,93,3.22,97,RU,Sat May  1 09:32:12 2021
551,baft,29.234,56.6057,53.33,64,3.85,80,IR,Sat May  1 09:35:46 2021
552,irbeyskoye,55.6428,95.4522,39.81,81,4.52,98,RU,Sat May  1 09:35:46 2021
553,arvin,35.2091,-118.8284,70.0,40,5.99,100,US,Sat May  1 09:35:47 2021
554,honiara,-9.4333,159.95,76.42,87,3.44,87,SB,Sat May  1 09:35:47 2021
555,antalaha,-14.9003,50.2788,76.08,91,6.02,5,MG,Sat May  1 09:35:48 2021
556,eureka,40.8021,-124.1637,54.0,98,8.99,100,US,Sat May  1 09:35:49 2021
557,kangaatsiaq,68.3065,-53.4641,33.78,74,13.85,45,GL,Sat May  1 09:35:49 2021
558,athlone,53.4333,-7.95,52.0,59,1.01,92,IE,Sat May  1 09:35:50 2021
559,hasaki,35.7333,140.8333,59.0,94,6.91,20,JP,Sat May  1 09:35:50 2021
560,mahenge,-8.6833,36.7167,65.19,89,1.63,79,TZ,Sat May  1 09:35:51 2021
561,palu,-0.8917,119.8707,74.79,95,2.51,96,ID,Sat May  1 09:35:51 2021
562,antsohihy,-14.8796,47.9875,77.31,89,1.77,54,MG,Sat May  1 09:35:52 2021
563,ouadda,8.0777,22.4007,81.93,37,3.13,100,CF,Sat May  1 09:35:53 2021
564,basco,20.4487,121.9702,79.5,79,8.7,8,PH,Sat May  1 09:35:53 2021
565,yenotayevka,47.2456,47.0281,66.52,59,7.76,100,RU,Sat May  1 09:35:54 2021
566,mogadishu,2.0371,45.3438,83.46,69,11.27,14,SO,Sat May  1 09:35:55 2021
567,baruun-urt,46.6806,113.2792,42.85,37,10.83,100,MN,Sat May  1 09:35:55 2021
568,kulhudhuffushi,6.6221,73.07,84.15,72,5.5,58,MV,Sat May  1 09:35:56 2021
569,leshukonskoye,64.8989,45.7622,31.28,69,10.27,70,RU,Sat May  1 09:35:57 2021
